area_name,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
"Polk County, NC",8,7,0,"8,950","8,609",341,3.8,"50,467",93.6
"Randolph County, NC",2,2,1,"66,085","63,576","2,509",3.8,"48,372",89.7
"Richmond County, NC",5,8,0,"16,547","15,637",910,5.5,"38,514",71.4
"Robeson County, NC",4,5,0,"49,714","46,772","2,942",5.9,"35,407",65.7
"Rockingham County, NC",2,2,1,"40,109","38,259","1,850",4.6,"41,869",77.6
"Rowan County, NC",1,1,1,"64,986","62,368","2,618",4.0,"46,864",86.9
"Rutherford County, NC",4,5,0,"24,793","23,520","1,273",5.1,"42,831",79.4
"Sampson County, NC",6,4,0,"29,282","28,096","1,186",4.1,"42,807",79.4
"Scotland County, NC",6,5,0,"11,476","10,629",847,7.4,"36,730",68.1
"Stanly County, NC",6,3,0,"29,866","28,785","1,081",3.6,"51,491",95.5
"Stokes County, NC",2,2,1,"21,587","20,793",794,3.7,"50,826",94.3
"Surry County, NC",4,5,0,"34,033","32,828","1,205",3.5,"46,342",85.9
"Swain County, NC",8,7,0,"6,920","6,620",300,4.3,"43,121",80.0
"Transylvania County, NC",6,5,0,"14,286","13,742",544,3.8,"51,398",95.3
"Tyrrell County, NC",9,8,0,"1,477","1,384",93,6.3,"36,765",68.2
"Union County, NC",1,1,1,"121,603","117,317","4,286",3.5,"80,428",149.2
"Vance County, NC",4,3,0,"17,418","16,400","1,018",5.8,"40,263",74.7
"Wake County, NC",1,1,1,"585,448","565,356","20,092",3.4,"80,169",148.7
"Warren County, NC",8,4,0,"6,559","6,164",395,6.0,"38,430",71.3
"Washington County, NC",7,9,0,"4,619","4,342",277,6.0,"36,042",66.8
"Watauga County, NC",5,8,0,"28,906","27,884","1,022",3.5,"48,489",89.9
"Wayne County, NC",3,2,1,"52,574","50,291","2,283",4.3,"41,572",77.1
"Wilkes County, NC",6,3,0,"30,152","29,009","1,143",3.8,"44,080",81.7
"Wilson County, NC",4,3,0,"35,280","33,089","2,191",6.2,"44,015",81.6
"Yadkin County, NC",2,2,1,"17,623","17,024",599,3.4,"49,070",91.0
"Yancey County, NC",8,7,0,"8,246","7,947",299,3.6,"44,756",83.0
North Dakota,,,,"403,583","393,199","10,384",2.6,"65,250",100.0
"Adams County, ND",9,12,0,"1,058","1,037",21,2.0,"53,162",81.5
"Barnes County, ND",6,6,0,"5,211","5,072",139,2.7,"54,984",84.3
"Benson County, ND",9,12,0,"2,290","2,202",88,3.8,"42,407",65.0
"Billings County, ND",9,10,0,422,410,12,2.8,"76,235",116.8
"Bottineau County, ND",9,10,0,"2,974","2,876",98,3.3,"59,161",90.7
"Bowman County, ND",9,12,0,"1,630","1,600",30,1.8,"62,270",95.4
"Burke County, ND",9,10,0,"1,066","1,041",25,2.3,"63,261",97.0
"Burleigh County, ND",3,2,1,"49,160","47,881","1,279",2.6,"72,277",110.8
"Cass County, ND",3,2,1,"101,737","99,441","2,296",2.3,"63,885",97.9
"Cavalier County, ND",9,12,0,"1,963","1,912",51,2.6,"60,314",92.4
"Dickey County, ND",9,10,0,"2,385","2,342",43,1.8,"53,286",81.7
"Divide County, ND",9,10,0,"1,520","1,500",20,1.3,"58,715",90.0
"Dunn County, ND",9,10,0,"3,031","2,982",49,1.6,"66,383",101.7
"Eddy County, ND",9,12,0,"1,234","1,174",60,4.9,"51,327",78.7
"Emmons County, ND",8,7,0,"1,473","1,403",70,4.8,"47,976",73.5
"Foster County, ND",9,10,0,"1,584","1,543",41,2.6,"58,096",89.0
"Golden Valley County, ND",9,12,0,881,864,17,1.9,"58,075",89.0
"Grand Forks County, ND",3,2,1,"37,713","36,874",839,2.2,"54,311",83.2
"Grant County, ND",8,7,0,"1,200","1,169",31,2.6,"41,295",63.3
"Griggs County, ND",9,12,0,"1,046","1,023",23,2.2,"54,250",83.1
"Hettinger County, ND",9,10,0,"1,393","1,365",28,2.0,"51,455",78.9
"Kidder County, ND",8,7,0,"1,292","1,235",57,4.4,"45,401",69.6
"LaMoure County, ND",9,10,0,"2,105","2,064",41,1.9,"54,514",83.5
"Logan County, ND",9,10,0,891,869,22,2.5,"50,141",76.8
"McHenry County, ND",9,8,0,"3,102","2,981",121,3.9,"54,795",84.0
"McIntosh County, ND",9,12,0,"1,138","1,108",30,2.6,"47,288",72.5
"McKenzie County, ND",9,10,0,"9,021","8,869",152,1.7,"76,224",116.8
"McLean County, ND",8,7,0,"4,726","4,571",155,3.3,"64,524",98.9
"Mercer County, ND",7,11,0,"3,920","3,756",164,4.2,"82,303",126.1
"Morton County, ND",3,2,1,"16,244","15,723",521,3.2,"68,043",104.3
"Mountrail County, ND",9,10,0,"7,042","6,932",110,1.6,"67,162",102.9
"Nelson County, ND",8,7,0,"1,403","1,357",46,3.3,"50,093",76.8
"Oliver County, ND",3,2,1,873,838,35,4.0,"68,243",104.6
"Pembina County, ND",9,12,0,"3,353","3,222",131,3.9,"58,766",90.1
"Pierce County, ND",7,9,0,"1,763","1,707",56,3.2,"47,360",72.6
"Ramsey County, ND",7,11,0,"5,627","5,469",158,2.8,"54,814",84.0
"Ransom County, ND",8,7,0,"2,815","2,762",53,1.9,"61,634",94.5
"Renville County, ND",9,8,0,"1,212","1,183",29,2.4,"60,205",92.3
"Richland County, ND",6,5,0,"8,672","8,448",224,2.6,"61,174",93.8
"Rolette County, ND",9,12,0,"4,658","4,224",434,9.3,"42,021",64.4
"Sargent County, ND",9,10,0,"2,537","2,490",47,1.9,"64,756",99.2
"Sheridan County, ND",9,12,0,682,651,31,4.5,"39,439",60.4
"Sioux County, ND",3,2,1,"1,240","1,190",50,4.0,"37,002",56.7
"Slope County, ND",9,12,0,398,389,9,2.3,"49,843",76.4
"Stark County, ND",7,8,0,"18,171","17,737",434,2.4,"71,888",110.2
"Steele County, ND",8,7,0,996,976,20,2.0,"66,929",102.6
"Stutsman County, ND",7,8,0,"10,508","10,249",259,2.5,"57,002",87.4
"Towner County, ND",9,12,0,"1,182","1,152",30,2.5,"51,848",79.5
"Traill County, ND",8,7,0,"4,421","4,306",115,2.6,"59,931",91.8
"Walsh County, ND",6,6,0,"5,263","5,100",163,3.1,"59,705",91.5
"Ward County, ND",5,8,0,"31,739","30,842",897,2.8,"63,938",98.0
"Wells County, ND",9,12,0,"1,977","1,917",60,3.0,"58,261",89.3
"Williams County, ND",7,8,0,"23,641","23,171",470,2.0,"79,354",121.6
Ohio,,,,"5,780,747","5,521,681","259,066",4.5,"56,155",100.0
"Adams County, OH",6,4,0,"10,895","10,130",765,7.0,"42,154",75.1
"Allen County, OH",3,2,1,"47,888","45,754","2,134",4.5,"50,301",89.6
"Ashland County, OH",4,3,0,"26,170","24,979","1,191",4.6,"54,362",96.8
"Ashtabula County, OH",4,3,0,"44,406","42,086","2,320",5.2,"46,950",83.6
"Athens County, OH",4,3,0,"27,855","26,283","1,572",5.6,"40,416",72.0
"Auglaize County, OH",4,5,0,"24,634","23,828",806,3.3,"63,754",113.5
"Belmont County, OH",3,2,1,"30,533","28,868","1,665",5.5,"48,989",87.2
"Brown County, OH",1,1,1,"19,445","18,403","1,042",5.4,"55,334",98.5
"Butler County, OH",1,1,1,"193,545","185,551","7,994",4.1,"61,053",108.7
"Carroll County, OH",2,2,1,"12,972","12,287",685,5.3,"50,002",89.0
"Champaign County, OH",6,3,0,"19,901","19,144",757,3.8,"57,701",102.8
"Clark County, OH",3,2,1,"63,076","60,202","2,874",4.6,"50,089",89.2
"Clermont County, OH",1,1,1,"105,988","101,651","4,337",4.1,"65,280",116.2
"Clinton County, OH",6,3,0,"17,549","16,630",919,5.2,"53,947",96.1
"Columbiana County, OH",4,3,0,"47,234","44,808","2,426",5.1,"44,938",80.0
"Coshocton County, OH",6,3,0,"14,405","13,519",886,6.2,"46,420",82.7
"Crawford County, OH",4,3,0,"18,021","17,078",943,5.2,"44,715",79.6
"Cuyahoga County, OH",1,1,1,"616,198","586,824","29,374",4.8,"50,006",89.0
"Darke County, OH",6,5,0,"25,854","24,852","1,002",3.9,"53,853",95.9
"Defiance County, OH",4,5,0,"18,197","17,397",800,4.4,"56,740",101.0
"Delaware County, OH",1,1,1,"109,007","105,317","3,690",3.4,"103,536",184.4
"Erie County, OH",4,3,0,"37,896","35,788","2,108",5.6,"53,135",94.6
"Fairfield County, OH",1,1,1,"77,150","74,020","3,130",4.1,"67,654",120.5
"Fayette County, OH",6,3,0,"14,092","13,513",579,4.1,"47,733",85.0
"Franklin County, OH",1,1,1,"689,443","663,145","26,298",3.8,"60,383",107.5
"Fulton County, OH",2,2,1,"22,320","21,342",978,4.4,"62,800",111.8
"Gallia County, OH",6,5,0,"12,289","11,550",739,6.0,"43,785",78.0
"Geauga County, OH",1,1,1,"49,369","47,425","1,944",3.9,"84,093",149.8
"Greene County, OH",2,2,1,"82,701","79,369","3,332",4.0,"68,380",121.8
"Guernsey County, OH",6,5,0,"18,750","17,721","1,029",5.5,"44,623",79.5
"Hamilton County, OH",1,1,1,"412,629","395,700","16,929",4.1,"57,300",102.0
"Hancock County, OH",4,5,0,"41,351","39,942","1,409",3.4,"61,579",109.7
"Hardin County, OH",6,6,0,"14,016","13,405",611,4.4,"49,580",88.3
"Harrison County, OH",6,6,0,"6,926","6,565",361,5.2,"50,301",89.6
"Henry County, OH",6,6,0,"13,297","12,644",653,4.9,"57,705",102.8
"Highland County, OH",6,4,0,"17,138","16,194",944,5.5,"49,161",87.5
"Hocking County, OH",1,1,1,"12,959","12,301",658,5.1,"50,568",90.1
"Holmes County, OH",7,9,0,"20,652","19,979",673,3.3,"60,828",108.3
"Huron County, OH",4,3,0,"27,954","26,316","1,638",5.9,"55,202",98.3
"Jackson County, OH",7,8,0,"12,788","11,957",831,6.5,"44,726",79.6
"Jefferson County, OH",3,2,1,"27,674","25,940","1,734",6.3,"42,821",76.3
"Knox County, OH",4,3,0,"31,379","30,020","1,359",4.3,"56,885",101.3
"Lake County, OH",1,1,1,"127,039","121,618","5,421",4.3,"65,883",117.3
"Lawrence County, OH",2,2,1,"23,797","22,471","1,326",5.6,"43,031",76.6
"Licking County, OH",1,1,1,"89,426","85,887","3,539",4.0,"66,145",117.8
"Logan County, OH",6,3,0,"23,127","22,270",857,3.7,"61,699",109.9
"Lorain County, OH",1,1,1,"154,668","147,076","7,592",4.9,"59,265",105.5
"Lucas County, OH",2,2,1,"209,633","198,680","10,953",5.2,"47,865",85.2
"Madison County, OH",1,1,1,"20,585","19,803",782,3.8,"61,645",109.8
"Mahoning County, OH",2,2,1,"104,224","98,091","6,133",5.9,"48,010",85.5
"Marion County, OH",4,3,0,"28,471","27,215","1,256",4.4,"45,419",80.9
"Medina County, OH",1,1,1,"97,984","94,194","3,790",3.9,"76,475",136.2
"Meigs County, OH",6,6,0,"8,964","8,319",645,7.2,"44,286",78.9
"Mercer County, OH",7,8,0,"23,625","22,978",647,2.7,"62,782",111.8
"Miami County, OH",2,2,1,"53,726","51,632","2,094",3.9,"59,922",106.7
"Monroe County, OH",8,7,0,"5,188","4,787",401,7.7,"46,314",82.5
"Montgomery County, OH",2,2,1,"250,991","239,637","11,354",4.5,"51,071",90.9
"Morgan County, OH",6,4,0,"6,710","6,310",400,6.0,"40,557",72.2
"Morrow County, OH",1,1,1,"16,655","15,889",766,4.6,"60,452",107.7
"Muskingum County, OH",4,3,0,"39,544","37,457","2,087",5.3,"49,586",88.3
"Noble County, OH",7,10,0,"4,767","4,451",316,6.6,"48,792",86.9
"Ottawa County, OH",4,5,0,"21,096","19,773","1,323",6.3,"58,345",103.9
"Paulding County, OH",6,6,0,"8,751","8,396",355,4.1,"53,876",95.9
"Perry County, OH",1,1,1,"15,752","14,868",884,5.6,"51,534",91.8
"Pickaway County, OH",1,1,1,"26,160","25,036","1,124",4.3,"58,742",104.6
"Pike County, OH",7,9,0,"10,867","10,163",704,6.5,"45,163",80.4
"Portage County, OH",2,2,1,"86,946","82,995","3,951",4.5,"63,689",113.4
"Preble County, OH",6,4,0,"21,164","20,306",858,4.1,"53,904",96.0
"Putnam County, OH",6,6,0,"18,662","18,039",623,3.3,"64,304",114.5
"Richland County, OH",3,2,1,"52,829","50,245","2,584",4.9,"49,668",88.4
"Ross County, OH",4,3,0,"34,790","33,220","1,570",4.5,"49,385",87.9
"Sandusky County, OH",4,5,0,"30,877","29,484","1,393",4.5,"53,978",96.1
"Scioto County, OH",4,5,0,"28,968","27,024","1,944",6.7,"41,267",73.5
"Seneca County, OH",4,5,0,"27,211","26,015","1,196",4.4,"52,165",92.9
"Shelby County, OH",4,5,0,"23,977","23,078",899,3.7,"63,398",112.9
"Stark County, OH",2,2,1,"186,047","176,955","9,092",4.9,"52,310",93.2
"Summit County, OH",2,2,1,"271,361","258,743","12,618",4.6,"58,890",104.9
"Trumbull County, OH",2,2,1,"87,625","82,192","5,433",6.2,"47,424",84.5
"Tuscarawas County, OH",4,5,0,"44,557","42,533","2,024",4.5,"51,030",90.9
"Union County, OH",1,1,1,"28,630","27,638",992,3.5,"84,861",151.1
"Van Wert County, OH",6,5,0,"14,406","13,901",505,3.5,"54,331",96.8
"Vinton County, OH",8,4,0,"5,497","5,158",339,6.2,"43,457",77.4
"Warren County, OH",1,1,1,"118,208","113,665","4,543",3.8,"87,391",155.6
"Washington County, OH",4,5,0,"27,154","25,634","1,520",5.6,"50,904",90.6
"Wayne County, OH",4,3,0,"61,098","58,905","2,193",3.6,"59,142",105.3
"Williams County, OH",6,6,0,"18,950","18,264",686,3.6,"54,581",97.2
"Wood County, OH",2,2,1,"70,786","67,961","2,825",4.0,"64,282",114.5
"Wyandot County, OH",7,9,0,"12,711","12,304",407,3.2,"55,995",99.7
Oklahoma,,,,"1,840,609","1,777,564","63,045",3.4,"51,914",100.0
"Adair County, OK",6,6,0,"8,177","7,834",343,4.2,"35,156",67.7
"Alfalfa County, OK",9,10,0,"2,899","2,836",63,2.2,"52,952",102.0
"Atoka County, OK",9,9,0,"5,071","4,860",211,4.2,"39,702",76.5
"Beaver County, OK",9,10,0,"3,017","2,956",61,2.0,"52,550",101.2
"Beckham County, OK",7,8,0,"11,419","11,121",298,2.6,"47,825",92.1
"Blaine County, OK",6,4,0,"4,482","4,391",91,2.0,"49,513",95.4
"Bryan County, OK",6,5,0,"20,963","20,293",670,3.2,"43,445",83.7
"Caddo County, OK",6,4,0,"12,126","11,689",437,3.6,"48,533",93.5
"Canadian County, OK",1,1,1,"73,548","71,503","2,045",2.8,"70,942",136.7
"Carter County, OK",5,8,0,"22,143","21,359",784,3.5,"48,660",93.7
"Cherokee County, OK",6,5,0,"18,824","18,025",799,4.2,"42,913",82.7
"Choctaw County, OK",7,9,0,"5,695","5,409",286,5.0,"35,308",68.0
"Cimarron County, OK",9,10,0,"1,377","1,351",26,1.9,"46,777",90.1
"Cleveland County, OK",1,1,1,"141,611","137,478","4,133",2.9,"62,343",120.1
"Coal County, OK",9,10,0,"2,294","2,208",86,3.7,"39,396",75.9
"Comanche County, OK",3,2,1,"48,360","46,458","1,902",3.9,"51,382",99.0
"Cotton County, OK",3,2,1,"2,736","2,650",86,3.1,"43,386",83.6
"Craig County, OK",6,6,0,"6,094","5,882",212,3.5,"43,074",83.0
"Creek County, OK",2,2,1,"31,494","30,285","1,209",3.8,"54,478",104.9
"Custer County, OK",7,8,0,"15,675","15,291",384,2.4,"49,577",95.5
"Delaware County, OK",6,6,0,"17,967","17,256",711,4.0,"40,287",77.6
"Dewey County, OK",9,10,0,"2,769","2,716",53,1.9,"50,728",97.7
"Ellis County, OK",9,10,0,"2,200","2,152",48,2.2,"51,867",99.9
"Garfield County, OK",5,8,0,"27,229","26,396",833,3.1,"52,387",100.9
"Garvin County, OK",6,4,0,"12,680","12,262",418,3.3,"47,858",92.2
"Grady County, OK",1,1,1,"26,309","25,497",812,3.1,"56,489",108.8
"Grant County, OK",9,10,0,"2,737","2,680",57,2.1,"49,073",94.5
"Greer County, OK",7,9,0,"1,966","1,886",80,4.1,"37,445",72.1
"Harmon County, OK",9,10,0,"1,207","1,172",35,2.9,"38,537",74.2
"Harper County, OK",9,10,0,"1,794","1,753",41,2.3,"55,112",106.2
"Haskell County, OK",6,6,0,"4,220","4,004",216,5.1,"37,776",72.8
"Hughes County, OK",7,9,0,"5,359","5,134",225,4.2,"37,566",72.4
"Jackson County, OK",7,8,0,"10,755","10,428",327,3.0,"47,747",92.0
"Jefferson County, OK",8,7,0,"2,586","2,498",88,3.4,"37,338",71.9
"Johnston County, OK",9,9,0,"5,199","5,045",154,3.0,"39,756",76.6
"Kay County, OK",5,8,0,"18,932","18,044",888,4.7,"45,700",88.0
"Kingfisher County, OK",6,4,0,"8,927","8,736",191,2.1,"59,266",114.2
"Kiowa County, OK",6,6,0,"3,527","3,380",147,4.2,"37,831",72.9
"Latimer County, OK",7,9,0,"3,218","3,025",193,6.0,"38,284",73.7
"Le Flore County, OK",2,2,1,"19,195","18,305",890,4.6,"38,709",74.6
"Lincoln County, OK",1,1,1,"15,696","15,134",562,3.6,"48,039",92.5
"Logan County, OK",1,1,1,"21,963","21,289",674,3.1,"69,114",133.1
"Love County, OK",9,9,0,"6,433","6,294",139,2.2,"48,725",93.9
"McClain County, OK",1,1,1,"19,540","18,995",545,2.8,"65,831",126.8
"McCurtain County, OK",7,11,0,"14,155","13,376",779,5.5,"37,390",72.0
"McIntosh County, OK",6,6,0,"6,866","6,460",406,5.9,"37,468",72.2
"Major County, OK",9,9,0,"4,011","3,925",86,2.1,"56,102",108.1
"Marshall County, OK",6,6,0,"6,752","6,495",257,3.8,"42,258",81.4
"Mayes County, OK",6,6,0,"19,830","19,160",670,3.4,"50,951",98.1
"Murray County, OK",7,9,0,"6,486","6,296",190,2.9,"50,031",96.4
"Muskogee County, OK",4,5,0,"29,239","28,058","1,181",4.0,"43,911",84.6
"Noble County, OK",6,4,0,"5,728","5,579",149,2.6,"54,210",104.4
"Nowata County, OK",6,6,0,"4,624","4,429",195,4.2,"45,734",88.1
"Okfuskee County, OK",6,4,0,"4,504","4,290",214,4.8,"37,545",72.3
"Oklahoma County, OK",1,1,1,"382,074","369,308","12,766",3.3,"52,346",100.8
"Okmulgee County, OK",2,2,1,"15,643","14,866",777,5.0,"42,354",81.6
"Osage County, OK",2,2,1,"20,702","19,806",896,4.3,"48,826",94.1
"Ottawa County, OK",6,5,0,"14,373","13,873",500,3.5,"38,194",73.6
"Pawnee County, OK",2,2,1,"7,356","7,049",307,4.2,"46,949",90.4
"Payne County, OK",4,3,0,"38,684","37,538","1,146",3.0,"47,748",92.0
"Pittsburg County, OK",5,8,0,"17,877","17,183",694,3.9,"42,376",81.6
"Pontotoc County, OK",7,8,0,"18,673","18,095",578,3.1,"48,450",93.3
"Pottawatomie County, OK",4,3,0,"32,608","31,391","1,217",3.7,"48,499",93.4
"Pushmataha County, OK",9,12,0,"4,501","4,266",235,5.2,"37,026",71.3
"Roger Mills County, OK",9,10,0,"1,878","1,833",45,2.4,"53,871",103.8
"Rogers County, OK",2,2,1,"44,931","43,436","1,495",3.3,"61,849",119.1
"Seminole County, OK",7,9,0,"9,505","9,053",452,4.8,"37,901",73.0
"Sequoyah County, OK",2,2,1,"16,358","15,648",710,4.3,"38,998",75.1
"Stephens County, OK",4,3,0,"18,537","17,802",735,4.0,"46,512",89.6
"Texas County, OK",7,8,0,"9,032","8,784",248,2.7,"51,812",99.8
"Tillman County, OK",6,6,0,"3,101","2,985",116,3.7,"41,186",79.3
"Tulsa County, OK",2,2,1,"322,205","311,337","10,868",3.4,"55,796",107.5
"Wagoner County, OK",2,2,1,"37,827","36,563","1,264",3.3,"62,889",121.1
"Washington County, OK",4,5,0,"22,944","22,043",901,3.9,"53,992",104.0
"Washita County, OK",7,9,0,"5,277","5,116",161,3.1,"47,484",91.5
"Woods County, OK",7,9,0,"4,646","4,546",100,2.2,"51,715",99.6
"Woodward County, OK",7,8,0,"9,273","9,018",255,2.7,"55,134",106.2
Oregon,,,,"2,097,202","2,012,235","84,967",4.1,"63,168",100.0
"Baker County, OR",7,11,0,"7,127","6,751",376,5.3,"45,972",72.8
"Benton County, OR",3,2,1,"48,224","46,727","1,497",3.1,"63,600",100.7
"Clackamas County, OR",1,1,1,"218,170","210,191","7,979",3.7,"81,061",128.3
"Clatsop County, OR",4,3,0,"19,268","18,496",772,4.0,"53,806",85.2
"Columbia County, OR",1,1,1,"24,327","23,120","1,207",5.0,"63,338",100.3
"Coos County, OR",5,8,0,"26,246","24,856","1,390",5.3,"48,352",76.5
"Crook County, OR",6,5,0,"9,510","8,953",557,5.9,"51,348",81.3
"Curry County, OR",7,8,0,"8,953","8,420",533,6.0,"48,788",77.2
"Deschutes County, OR",3,2,1,"95,091","91,160","3,931",4.1,"67,372",106.7
"Douglas County, OR",4,5,0,"46,500","44,054","2,446",5.3,"47,020",74.4
"Gilliam County, OR",9,12,0,858,825,33,3.8,"54,325",86.0
"Grant County, OR",9,12,0,"3,140","2,921",219,7.0,"46,141",73.0
"Harney County, OR",7,11,0,"3,539","3,329",210,5.9,"43,370",68.7
"Hood River County, OR",6,3,0,"14,482","14,011",471,3.3,"66,607",105.4
"Jackson County, OR",3,2,1,"104,277","99,404","4,873",4.7,"55,511",87.9
"Jefferson County, OR",6,6,0,"10,180","9,635",545,5.4,"50,376",79.7
"Josephine County, OR",3,2,1,"35,632","33,693","1,939",5.4,"46,578",73.7
"Klamath County, OR",5,8,0,"29,565","27,720","1,845",6.2,"45,374",71.8
"Lake County, OR",7,12,0,"3,580","3,384",196,5.5,"44,847",71.0
"Lane County, OR",2,2,1,"181,367","173,399","7,968",4.4,"53,161",84.2
"Lincoln County, OR",5,8,0,"21,063","20,056","1,007",4.8,"49,265",78.0
"Linn County, OR",3,2,1,"58,764","56,053","2,711",4.6,"54,292",85.9
"Malheur County, OR",6,5,0,"12,440","11,882",558,4.5,"42,624",67.5
"Marion County, OR",2,2,1,"161,066","154,278","6,788",4.2,"56,408",89.3
"Morrow County, OR",6,5,0,"5,738","5,496",242,4.2,"55,343",87.6
"Multnomah County, OR",1,1,1,"452,492","436,194","16,298",3.6,"70,756",112.0
"Polk County, OR",2,2,1,"39,682","37,986","1,696",4.3,"62,389",98.8
"Sherman County, OR",9,10,0,899,863,36,4.0,"58,838",93.1
"Tillamook County, OR",6,4,0,"11,850","11,342",508,4.3,"52,486",83.1
"Umatilla County, OR",4,5,0,"36,550","34,776","1,774",4.9,"53,917",85.4
"Union County, OR",7,8,0,"11,955","11,325",630,5.3,"50,616",80.1
"Wallowa County, OR",9,10,0,"3,403","3,204",199,5.8,"48,137",76.2
"Wasco County, OR",6,3,0,"13,360","12,801",559,4.2,"52,269",82.7
"Washington County, OR",1,1,1,"322,719","311,753","10,966",3.4,"82,819",131.1
"Wheeler County, OR",9,10,0,722,698,24,3.3,"39,579",62.7
"Yamhill County, OR",1,1,1,"54,468","52,479","1,989",3.7,"61,776",97.8
Pennsylvania,,,,"6,423,711","6,150,782","272,929",4.2,"60,891",100.0
"Adams County, PA",3,2,1,"55,138","53,346","1,792",3.3,"62,877",103.3
"Allegheny County, PA",1,1,1,"644,152","618,427","25,725",4.0,"59,881",98.3
"Armstrong County, PA",1,1,1,"32,024","30,434","1,590",5.0,"49,436",81.2
"Beaver County, PA",1,1,1,"83,538","79,769","3,769",4.5,"54,823",90.0
"Bedford County, PA",6,6,0,"23,619","22,569","1,050",4.4,"50,257",82.5
"Berks County, PA",2,2,1,"212,675","203,905","8,770",4.1,"62,519",102.7
"Blair County, PA",3,2,1,"59,359","56,888","2,471",4.2,"49,244",80.9
"Bradford County, PA",6,5,0,"28,846","27,601","1,245",4.3,"50,978",83.7
"Bucks County, PA",1,1,1,"340,387","327,738","12,649",3.7,"88,538",145.4
"Butler County, PA",1,1,1,"99,171","95,362","3,809",3.8,"67,161",110.3
"Cambria County, PA",3,2,1,"58,136","55,147","2,989",5.1,"45,163",74.2
"Cameron County, PA",7,10,0,"2,133","2,028",105,4.9,"41,770",68.6
"Carbon County, PA",2,2,1,"31,673","30,089","1,584",5.0,"53,901",88.5
"Centre County, PA",3,2,1,"79,540","76,979","2,561",3.2,"58,258",95.7
"Chester County, PA",1,1,1,"282,564","273,694","8,870",3.1,"99,224",163.0
"Clarion County, PA",6,4,0,"17,375","16,549",826,4.8,"46,284",76.0
"Clearfield County, PA",4,5,0,"35,679","33,918","1,761",4.9,"46,706",76.7
"Clinton County, PA",4,5,0,"18,330","17,368",962,5.2,"50,999",83.8
"Columbia County, PA",3,2,1,"33,444","31,875","1,569",4.7,"50,774",83.4
"Crawford County, PA",4,5,0,"38,846","37,049","1,797",4.6,"50,805",83.4
"Cumberland County, PA",2,2,1,"130,541","126,243","4,298",3.3,"71,695",117.7
"Dauphin County, PA",2,2,1,"142,543","136,932","5,611",3.9,"57,979",95.2
"Delaware County, PA",1,1,1,"295,691","283,945","11,746",4.0,"71,961",118.2
"Elk County, PA",7,9,0,"15,853","15,250",603,3.8,"54,876",90.1
"Erie County, PA",2,2,1,"129,023","123,024","5,999",4.6,"48,453",79.6
"Fayette County, PA",1,1,1,"56,742","53,459","3,283",5.8,"50,381",82.7
"Forest County, PA",9,9,0,"1,816","1,704",112,6.2,"41,750",68.6
"Franklin County, PA",3,2,1,"76,885","74,069","2,816",3.7,"60,744",99.8
"Fulton County, PA",8,7,0,"7,857","7,550",307,3.9,"52,277",85.9
"Greene County, PA",6,4,0,"16,574","15,776",798,4.8,"50,956",83.7
"Huntingdon County, PA",6,5,0,"19,785","18,747","1,038",5.2,"49,019",80.5
"Indiana County, PA",4,3,0,"38,719","36,836","1,883",4.9,"47,999",78.8
"Jefferson County, PA",7,9,0,"20,488","19,546",942,4.6,"46,751",76.8
"Juniata County, PA",6,7,0,"12,444","11,949",495,4.0,"54,342",89.2
"Lackawanna County, PA",2,2,1,"105,182","100,412","4,770",4.5,"52,872",86.8
"Lancaster County, PA",2,2,1,"282,029","272,566","9,463",3.4,"66,270",108.8
"Lawrence County, PA",4,3,0,"40,743","38,693","2,050",5.0,"48,418",79.5
